"id","Date","title","gender","organisationUnit","tenure","employmentStatus","basePay","bonus","education","age","perfEval","disability","raceEthnicity","veteran","dutyStation","supervisor"
255,2017-01-28,"PA","F","IT",2,"FT",42000,0,"College",27,4,0,"white",0,NA,NA
256,2017-01-28,"PA","F","IT",3,"FT",45000,0,"College",29,3,1,"white",0,NA,NA
257,2017-01-28,"PA","F","Finance",1,"FT",46000,0,"College",29,3,0,"white",0,NA,NA
258,2017-01-28,"PA","F","Sales",1,"FT",51000,0,"College",30,3,0,"white",0,NA,NA
259,2017-01-28,"Call centre information clerk","F","Contact centre",2,"PT",33750,0,"College",26,1,0,"white",0,NA,NA
260,2017-01-28,"Call centre information clerk","F","Contact centre",1,"PT",40000,0,"High School",29,4,0,"white",0,NA,NA
261,2017-01-28,"Call centre information clerk","F","Contact centre",2,"PT",40000,0,"High School",29,2,0,"african american",1,NA,NA
262,2017-01-28,"Call centre information clerk","F","Contact centre",2,"PT",40000,0,"College",27,4,0,"white",0,NA,NA
263,2017-01-28,"Call centre information clerk","F","Contact centre",3,"PT",42000,0,"College",27,3,0,"white",0,NA,NA
264,2017-01-28,"Call centre information clerk","F","Contact centre",2,"PT",52000,0,"College",31,4,0,"white",0,NA,NA
265,2017-01-28,"Call centre information clerk","F","Contact centre",1,"PT",55000,0,"College",30,3,0,"white",0,NA,NA
266,2017-01-28,"Call centre information clerk","F","Contact centre",1,"PT",42000,0,"College",27,4,0,"white",0,NA,NA
267,2017-01-28,"Call centre information clerk","F","Contact centre",2,"PT",40000,0,"High School",29,2,0,"white",0,NA,NA
268,2017-01-28,"Call centre information clerk","F","Contact centre",1,"PT",38000,0,"High School",28,3,1,"asian",0,NA,NA
269,2017-01-28,"Call centre information clerk","F","Contact centre",2,"PT",39000,0,"High School",29,3,0,"white",0,NA,NA
270,2017-01-28,"Call centre information clerk","F","Contact centre",2,"PT",42000,0,"College",27,5,0,"native american",0,NA,NA
271,2017-01-28,"Call centre information clerk","F","Contact centre",3,"PT",42000,0,"College",27,4,1,"white",0,NA,NA
272,2017-01-28,"Call centre information clerk","M","Contact centre",2,"PT",45000,0,"College",29,1,0,"white",0,NA,NA
273,2017-01-28,"Call centre information clerk","M","Contact centre",1,"PT",45000,0,"College",29,3,0,"white",0,NA,NA
274,2017-01-28,"Call centre information clerk","M","Contact centre",1,"PT",45000,0,"High School",30,3,1,"white",0,NA,NA
275,2017-01-28,"Call centre information clerk","M","Contact centre",2,"PT",45000,0,"High School",30,3,0,"white",0,NA,NA
276,2017-01-28,"Software tester","M","IT",2,"FT",33750,0,"High School",28,3,0,"white",0,NA,NA
277,2017-01-28,"Software tester","M","IT",1,"FT",40000,0,"College",27,3,0,"white",1,NA,NA
278,2017-01-28,"Software tester","M","IT",2,"FT",40000,0,"High School",29,3,0,"white",0,NA,NA
279,2017-01-28,"Software tester","M","IT",2,"FT",40000,0,"College",27,2,0,"african american",0,NA,NA
280,2017-01-28,"Software tester","F","IT",3,"FT",42000,0,"College",27,4,0,"white",0,NA,NA
281,2017-01-28,"Software tester","F","IT",2,"FT",52000,0,"High School",33,2,0,"white",0,NA,NA
282,2017-01-28,"Software tester","F","IT",3,"PT",55000,0,"High School",33,4,0,"white",0,NA,NA
283,2017-01-28,"Software tester","F","IT",3,"PT",42000,0,"College",27,3,0,"african american",0,NA,NA
284,2017-01-28,"Software tester","F","IT",3,"PT",40000,0,"College",27,3,0,"white",0,NA,NA
285,2017-01-28,"Software tester","F","IT",4,"PT",38000,0,"High School",28,5,0,"white",0,NA,NA
286,2017-01-28,"Software tester","F","IT",2,"FT",40000,0,"High School",29,2,0,"white",0,NA,NA
287,2017-01-28,"Software tester","F","IT",1,"FT",40000,0,"College",27,1,0,"white",0,NA,NA
288,2017-01-28,"Software tester","M","IT",2,"FT",42000,0,"High School",29,5,0,"white",0,NA,NA
289,2017-01-28,"Software tester","M","IT",2,"FT",52000,0,"College",31,3,0,"white",0,NA,NA
290,2017-01-28,"Software tester","M","IT",3,"FT",40000,0,"College",27,3,0,"white",0,NA,NA
291,2017-01-28,"Software tester","M","IT",2,"FT",40000,0,"High School",29,4,0,"white",1,NA,NA
292,2017-01-28,"Software tester","M","IT",1,"FT",42000,0,"High School",29,3,0,"white",0,NA,NA
293,2017-01-28,"Software tester","M","IT",1,"FT",52000,0,"College",31,3,1,"white",0,NA,NA
294,2017-01-28,"Software tester","M","IT",2,"FT",40000,0,"College",27,3,1,"white",0,NA,NA
295,2017-01-28,"Software tester","M","IT",3,"FT",40000,0,"High School",29,4,1,"african american",0,NA,NA
296,2017-01-28,"Software tester","F","IT",2,"FT",42000,0,"College",27,3,0,"native american",0,NA,NA
297,2017-01-28,"Software tester","M","IT",1,"FT",40000,0,"High School",29,3,0,"white",1,NA,NA
298,2017-01-28,"Software tester","M","IT",1,"FT",40000,0,"High School",29,2,1,"african american",0,NA,NA
299,2017-01-28,"Software tester","M","IT",2,"FT",42000,0,"High School",29,3,0,"white",0,NA,NA
300,2017-01-28,"Software tester","M","IT",1,"FT",52000,0,"College",31,3,0,"white",1,NA,NA
301,2017-01-28,"Graphic Designer","F","Operations",1,"FT",42363,9938,"College",28,1,0,"pacific islander",0,NA,NA
302,2017-01-28,"Software Engineer","M","Management",5,"FT",108476,11128,"College",47,3,0,"white",0,NA,NA
303,2017-01-28,"Warehouse Associate","F","Administration",6,"FT",90208,9268,"High School",46,3,0,"african american",0,NA,NA
304,2017-01-28,"Software Engineer","M","Sales",3,"FT",108080,10154,"Masters",39,1,0,"white",0,NA,NA
305,2017-01-28,"Graphic Designer","M","Engineering",2,"FT",99464,9319,"Masters",35,3,0,"white",0,NA,NA
306,2017-01-28,"IT","F","Operations",1,"FT",70890,10126,"Masters",30,4,1,"african american",0,NA,NA
307,2017-01-28,"Graphic Designer","F","Sales",2,"FT",67585,10541,"College",32,3,1,"white",0,NA,NA
308,2017-01-28,"Software Engineer","M","Engineering",4,"FT",97523,10240,"Masters",34,4,0,"asian",0,NA,NA
309,2017-01-28,"Graphic Designer","F","Engineering",2,"FT",112976,9836,"College",47,3,0,"white",0,NA,NA
310,2017-01-28,"Sales Associate","F","Engineering",6,"FT",106524,9941,"College",46,3,0,"african american",0,NA,NA
311,2017-01-28,"Graphic Designer","M","Engineering",4,"FT",102261,10212,"Masters",38,2,0,"african american",0,NA,NA
312,2017-01-28,"Driver","F","Management",6,"FT",62759,10124,"High School",36,5,0,"white",0,NA,NA
313,2017-01-28,"Financial Analyst","F","Sales",2,"FT",84007,8990,"College",38,4,0,"white",0,NA,NA
314,2017-01-28,"Warehouse Associate","F","Administration",1,"FT",86220,9583,"College",40,3,0,"african american",0,NA,NA
315,2017-01-28,"Warehouse Associate","F","Operations",3,"FT",95584,9745,"College",42,2,0,"white",1,NA,NA
316,2017-01-28,"Marketing Associate","F","Management",5,"FT",73357,10334,"College",34,1,0,"white",0,NA,NA
317,2017-01-28,"Financial Analyst","F","Administration",6,"FT",88422,10768,"Masters",34,5,0,"white",0,NA,NA
318,2017-01-28,"Warehouse Associate","F","Administration",4,"FT",99545,9949,"College",44,4,0,"white",0,NA,NA
319,2017-01-28,"Sales Associate","M","Engineering",2,"FT",90386,9461,"College",41,1,0,"white",0,NA,NA
320,2017-01-28,"Data Scientist","F","Engineering",5,"FT",92067,9838,"Masters",34,5,0,"white",1,NA,NA
321,2017-01-28,"Warehouse Associate","M","Engineering",4,"FT",108446,9210,"College",47,3,0,"white",0,NA,NA
322,2017-01-28,"Financial Analyst","M","Sales",6,"FT",83323,9329,"College",39,5,0,"white",0,NA,NA
323,2017-01-28,"Warehouse Associate","M","Sales",2,"FT",85205,9792,"College",38,2,0,"asian",0,NA,NA
324,2017-01-28,"Driver","F","Management",2,"FT",72038,9031,"College",34,3,0,"white",0,NA,NA
325,2017-01-28,"Software Engineer","M","Engineering",2,"FT",132823,9625,"PhD",39,3,0,"african american",0,NA,NA
326,2017-01-28,"Graphic Designer","F","Engineering",1,"FT",71182,10015,"College",34,3,0,"white",0,NA,NA
327,2017-01-28,"Software Engineer","M","Administration",3,"FT",100305,9618,"Masters",37,3,0,"white",0,NA,NA
328,2017-01-28,"Graphic Designer","M","Management",6,"FT",88566,9469,"Masters",33,1,0,"white",0,NA,NA
329,2017-01-28,"Warehouse Associate","M","Engineering",6,"FT",104271,10177,"College",46,2,1,"white",0,NA,NA
330,2017-01-28,"IT","F","Administration",5,"FT",112392,10504,"College",46,3,0,"white",0,NA,NA
331,2017-01-28,"Software Engineer","M","Management",2,"FT",66359,10137,"Masters",29,5,0,"white",0,NA,NA
332,2017-01-28,"Sales Associate","M","Management",4,"FT",103007,10512,"Masters",38,3,0,"white",0,NA,NA
333,2017-01-28,"Marketing Associate","F","Operations",1,"FT",80306,9233,"Masters",30,3,0,"white",0,NA,NA
334,2017-01-28,"Data Scientist","F","Engineering",5,"FT",74523,9972,"College",34,5,0,"asian",0,NA,NA
335,2017-01-28,"Data Scientist","F","Management",5,"FT",113252,10139,"PhD",36,3,0,"white",0,NA,NA
336,2017-01-28,"Software Engineer","M","Management",2,"FT",96040,10050,"Masters",35,2,0,"white",0,NA,NA
337,2017-01-28,"Software Engineer","M","Management",4,"FT",91674,9780,"Masters",35,5,0,"asian",0,NA,NA
338,2017-01-28,"Software Engineer","M","Operations",3,"FT",92928,9094,"College",42,4,0,"white",0,NA,NA
339,2017-01-28,"IT","F","Management",6,"FT",84638,9409,"College",38,3,0,"white",0,NA,NA
340,2017-01-28,"IT","M","Administration",6,"FT",78986,9023,"College",36,3,0,"white",1,NA,NA
341,2017-01-28,"Data Scientist","M","Administration",2,"FT",96355,9784,"PhD",32,4,0,"white",0,NA,NA
342,2017-01-28,"Data Scientist","M","Management",6,"FT",87121,8703,"PhD",31,3,0,"white",1,NA,NA
343,2017-01-28,"Software Engineer","M","Sales",2,"FT",88724,8949,"Masters",32,1,0,"white",0,NA,NA
344,2017-01-28,"Warehouse Associate","M","Engineering",1,"FT",58219,9868,"College",32,3,1,"white",0,NA,NA
345,2017-01-28,"Software Engineer","M","Sales",2,"FT",119024,11293,"Masters",40,4,0,"white",0,NA,NA
346,2017-01-28,"Software Engineer","M","Management",2,"FT",81503,9729,"Masters",33,3,1,"african american",0,NA,NA
347,2017-01-28,"Data Scientist","F","Operations",5,"FT",70643,10033,"PhD",30,3,1,"white",0,NA,NA
348,2017-01-28,"Graphic Designer","F","Sales",5,"FT",74167,10346,"College",34,4,0,"white",0,NA,NA
349,2017-01-28,"Marketing Associate","M","Management",1,"FT",86886,9424,"College",40,4,0,"white",0,NA,NA
350,2017-01-28,"IT","F","Sales",5,"FT",102120,10215,"Masters",37,3,0,"white",0,NA,NA
351,2017-01-28,"Sales Associate","M","Operations",5,"FT",90780,9353,"Masters",34,3,0,"white",0,NA,NA
352,2017-01-28,"Software Engineer","M","Operations",5,"FT",89474,9104,"Masters",32,2,0,"white",0,NA,NA
353,2017-01-28,"Marketing Associate","F","Engineering",5,"FT",97376,9564,"College",42,3,0,"white",0,NA,NA
354,2017-01-28,"Data Scientist","F","Sales",2,"FT",89415,9654,"Masters",32,3,0,"white",0,NA,NA
355,2017-01-28,"Software Engineer","F","Operations",1,"FT",88037,8949,"Masters",34,2,0,"white",0,NA,NA
356,2017-01-28,"Data Scientist","F","Administration",6,"FT",71105,8623,"College",34,2,0,"african american",0,NA,NA
357,2017-01-28,"Driver","F","Engineering",2,"FT",62692,8886,"High School",37,3,0,"white",0,NA,NA
358,2017-01-28,"Software Engineer","M","Management",4,"FT",112466,9493,"PhD",36,1,0,"white",0,NA,NA
359,2017-01-28,"Data Scientist","F","Operations",6,"FT",71193,8331,"College",34,4,1,"white",0,NA,NA
360,2017-01-28,"Marketing Associate","F","Administration",1,"FT",76286,9479,"College",35,4,0,"white",0,NA,NA
361,2017-01-28,"Financial Analyst","M","Engineering",1,"FT",97328,9874,"Masters",34,3,0,"white",0,NA,NA
362,2017-01-28,"Graphic Designer","M","Management",4,"FT",86766,9841,"Masters",34,5,0,"white",1,NA,NA
363,2017-01-28,"Warehouse Associate","F","Operations",1,"FT",82453,9564,"College",39,4,0,"white",0,NA,NA
364,2017-01-28,"Software Engineer","M","Administration",2,"FT",88814,10153,"PhD",31,2,0,"white",0,NA,NA
365,2017-01-28,"Driver","M","Management",2,"FT",82832,9958,"College",39,4,1,"african american",0,NA,NA
366,2017-01-28,"Sales Associate","F","Engineering",4,"FT",83034,8841,"College",39,5,0,"african american",0,NA,NA
367,2017-01-28,"Warehouse Associate","F","Engineering",4,"FT",127085,9687,"College",48,3,1,"white",0,NA,NA
368,2017-01-28,"Sales Associate","M","Administration",2,"FT",66168,9242,"High School",39,3,0,"white",0,NA,NA
369,2017-01-28,"Data Scientist","M","Administration",4,"FT",59212,10209,"College",31,4,0,"african american",0,NA,NA
370,2017-01-28,"Data Scientist","M","Operations",5,"FT",55189,9405,"College",30,3,0,"white",0,NA,NA
371,2017-01-28,"Manager","M","Engineering",5,"FT",131311,11067,"PhD",39,2,0,"white",0,NA,NA
372,2017-01-28,"Sales Associate","F","Management",6,"FT",52633,9516,"College",30,3,0,"african american",0,NA,NA
373,2017-01-28,"Warehouse Associate","F","Operations",5,"FT",101154,10324,"College",45,4,0,"african american",0,NA,NA
374,2017-01-28,"Financial Analyst","F","Engineering",1,"FT",113640,8762,"College",47,1,0,"white",0,NA,NA
375,2017-01-28,"Data Scientist","M","Management",2,"FT",50401,8590,"College",29,3,0,"asian",0,NA,NA
376,2017-01-28,"Marketing Associate","F","Administration",1,"FT",46263,9432,"College",29,2,1,"white",0,NA,NA
377,2017-01-28,"Warehouse Associate","F","Management",1,"FT",74938,8234,"College",34,3,1,"white",0,NA,NA
378,2017-01-28,"Marketing Associate","F","Sales",6,"FT",103384,9168,"College",45,3,0,"white",0,NA,NA
379,2017-01-28,"Warehouse Associate","F","Engineering",5,"FT",77584,9798,"College",36,4,0,"white",1,NA,NA
380,2017-01-28,"Graphic Designer","M","Management",3,"FT",83031,10240,"Masters",33,3,1,"white",0,NA,NA
381,2017-01-28,"Financial Analyst","M","Engineering",2,"FT",111019,10042,"Masters",39,3,0,"white",0,NA,NA
382,2017-01-28,"Warehouse Associate","F","Engineering",2,"FT",80192,8747,"College",36,4,0,"white",0,NA,NA
383,2017-01-28,"Warehouse Associate","M","Management",5,"FT",48755,9931,"College",29,3,0,"white",0,NA,NA
384,2017-01-28,"Warehouse Associate","M","Engineering",1,"FT",59044,9368,"College",31,3,1,"african american",0,NA,NA
385,2017-01-28,"Manager","M","Engineering",5,"FT",146615,10173,"College",48,1,1,"african american",0,NA,NA
386,2017-01-28,"Data Scientist","F","Engineering",1,"FT",46693,8457,"College",29,2,0,"white",0,NA,NA
387,2017-01-28,"IT","F","Operations",6,"FT",88152,8857,"College",40,4,0,"african american",0,NA,NA
388,2017-01-28,"Data Scientist","F","Administration",2,"FT",127156,9979,"Masters",41,2,0,"white",0,NA,NA
389,2017-01-28,"Graphic Designer","M","Engineering",2,"FT",69462,8872,"College",33,3,0,"white",1,NA,NA
390,2017-01-28,"Manager","M","Sales",6,"FT",119162,9395,"Masters",41,4,0,"white",0,NA,NA
391,2017-01-28,"Software Engineer","M","Operations",2,"FT",68466,8384,"College",33,3,0,"white",0,NA,NA
392,2017-01-28,"Financial Analyst","F","Administration",5,"FT",92622,8509,"Masters",35,2,0,"white",0,NA,NA
393,2017-01-28,"Marketing Associate","F","Engineering",5,"FT",51331,9130,"College",31,2,0,"white",0,NA,NA
394,2017-01-28,"Warehouse Associate","M","Sales",4,"FT",109419,8375,"High School",49,3,0,"white",0,NA,NA
395,2017-01-28,"Software Engineer","M","Operations",1,"FT",80355,9945,"College",34,4,0,"african american",0,NA,NA
396,2017-01-28,"Driver","F","Sales",5,"FT",77032,8725,"College",36,3,0,"native american",0,NA,NA
397,2017-01-28,"Financial Analyst","F","Sales",2,"FT",146190,8961,"College",48,2,0,"african american",0,NA,NA
398,2017-01-28,"Graphic Designer","F","Administration",2,"FT",96045,9129,"Masters",35,4,1,"white",0,NA,NA
399,2017-01-28,"Software Engineer","M","Management",2,"FT",82534,8914,"College",39,2,0,"asian",0,NA,NA
400,2017-01-28,"IT","M","Management",1,"FT",127769,8802,"College",48,2,0,"white",0,NA,NA
401,2017-01-28,"Marketing Associate","F","Sales",2,"FT",96061,9093,"College",42,3,0,"white",0,NA,NA
402,2017-01-28,"Warehouse Associate","F","Management",2,"FT",111342,10122,"College",46,5,0,"white",0,NA,NA
403,2017-01-28,"Financial Analyst","F","Management",4,"FT",117554,8369,"PhD",38,1,0,"native american",0,NA,NA
404,2017-01-28,"Financial Analyst","F","Engineering",2,"FT",109369,10052,"College",47,2,0,"african american",0,NA,NA
405,2017-01-28,"Warehouse Associate","F","Operations",1,"FT",92358,9611,"College",43,3,0,"white",0,NA,NA
406,2017-01-28,"Financial Analyst","F","Operations",2,"FT",91978,8647,"Masters",35,4,1,"african american",0,NA,NA
407,2017-01-28,"Sales Associate","M","Administration",1,"FT",52290,9330,"College",30,1,0,"white",0,NA,NA
408,2017-01-28,"IT","M","Engineering",4,"FT",47036,9130,"College",29,3,0,"african american",0,NA,NA
409,2017-01-28,"Warehouse Associate","M","Sales",1,"FT",76517,8502,"College",35,3,0,"white",0,NA,NA
410,2017-01-28,"Marketing Associate","F","Administration",5,"FT",89822,8818,"College",41,4,0,"white",0,NA,NA
411,2017-01-28,"Driver","M","Engineering",5,"FT",90368,8215,"High School",46,3,0,"white",0,NA,NA
412,2017-01-28,"Financial Analyst","M","Engineering",4,"FT",106194,9421,"College",46,3,0,"white",0,NA,NA
413,2017-01-28,"Warehouse Associate","F","Management",6,"FT",87684,8645,"High School",45,4,0,"asian",0,NA,NA
414,2017-01-28,"Marketing Associate","F","Administration",1,"FT",62040,8056,"College",32,4,0,"other",1,NA,NA
415,2017-01-28,"Sales Associate","F","Engineering",1,"FT",84132,7204,"Masters",33,3,0,"white",0,NA,NA
416,2017-01-28,"Financial Analyst","F","Administration",2,"FT",88047,8459,"Masters",34,5,0,"white",0,NA,NA
417,2017-01-28,"Driver","F","Administration",6,"FT",65012,8357,"High School",38,2,0,"white",0,NA,NA
418,2017-01-28,"Marketing Associate","F","Engineering",2,"FT",59251,8596,"College",31,2,0,"white",0,NA,NA
419,2017-01-28,"Graphic Designer","F","Operations",2,"FT",78462,8743,"College",35,4,0,"white",0,NA,NA
420,2017-01-28,"Driver","M","Management",2,"FT",97414,8833,"College",42,3,0,"white",0,NA,NA
421,2017-01-28,"Driver","F","Administration",1,"FT",42722,8515,"High School",31,1,1,"white",0,NA,NA
422,2017-01-28,"Marketing Associate","F","Management",2,"FT",63695,8897,"College",32,3,0,"white",0,NA,NA
423,2017-01-28,"Data Scientist","M","Operations",1,"FT",110731,8643,"PhD",37,1,1,"white",0,NA,NA
424,2017-01-28,"Software Engineer","M","Administration",6,"FT",125572,8245,"PhD",39,4,0,"white",0,NA,NA
425,2017-01-28,"Driver","M","Operations",3,"FT",72754,8014,"High School",38,3,0,"white",0,NA,NA
426,2017-01-28,"IT","F","Administration",1,"FT",53956,9454,"College",30,3,1,"white",1,NA,NA
427,2017-01-28,"Sales Associate","M","Engineering",2,"FT",135013,8972,"Masters",41,1,0,"white",0,NA,NA
428,2017-01-28,"IT","F","Management",4,"FT",108495,8668,"College",47,3,0,"african american",0,NA,NA
429,2017-01-28,"Financial Analyst","F","Administration",2,"FT",87608,7511,"College",40,2,0,"african american",0,NA,NA
430,2017-01-28,"Data Scientist","M","Administration",2,"FT",101173,9255,"College",45,4,0,"white",0,NA,NA
431,2017-01-28,"IT","M","Management",5,"FT",126828,9310,"PhD",39,5,0,"african american",0,NA,NA
432,2017-01-28,"Financial Analyst","M","Engineering",4,"FT",102716,8290,"College",45,2,0,"white",0,NA,NA
433,2017-01-28,"Marketing Associate","M","Engineering",2,"FT",77793,8700,"College",36,5,0,"asian",0,NA,NA
434,2017-01-28,"Marketing Associate","F","Sales",4,"FT",57469,7539,"College",31,2,0,"african american",0,NA,NA
435,2017-01-28,"Graphic Designer","M","Management",2,"FT",83758,8498,"Masters",33,3,0,"white",0,NA,NA
436,2017-01-28,"Graphic Designer","M","Administration",1,"FT",40187,8549,"College",27,5,0,"white",0,NA,NA
437,2017-01-28,"Financial Analyst","M","Engineering",1,"FT",98531,6855,"Masters",35,1,0,"white",0,NA,NA
438,2017-01-28,"Financial Analyst","M","Operations",2,"FT",104435,7802,"College",46,1,0,"white",0,NA,NA
439,2017-01-28,"Data Scientist","M","Administration",4,"FT",67617,9075,"Masters",29,2,0,"white",0,NA,NA
440,2017-01-28,"Driver","F","Administration",6,"FT",91049,10375,"High School",47,2,0,"white",0,NA,NA
441,2017-01-28,"Manager","F","Operations",2,"FT",98519,8943,"College",43,2,0,"asian",0,NA,NA
442,2017-01-28,"Marketing Associate","F","Operations",2,"FT",91713,7627,"College",45,3,1,"white",0,NA,NA
443,2017-01-28,"Warehouse Associate","F","Engineering",2,"FT",88994,8873,"Masters",32,3,0,"white",0,NA,NA
444,2017-01-28,"Financial Analyst","M","Administration",4,"FT",119381,9345,"Masters",41,3,0,"white",0,NA,NA
445,2017-01-28,"Financial Analyst","F","Sales",6,"FT",113180,9089,"College",46,3,0,"white",0,NA,NA
446,2017-01-28,"Warehouse Associate","M","Management",1,"FT",68639,9553,"College",33,5,1,"white",0,NA,NA
447,2017-01-28,"Software Engineer","F","Engineering",1,"FT",103763,8383,"Masters",38,3,0,"white",0,NA,NA
448,2017-01-28,"Software Engineer","M","Management",4,"FT",68295,7902,"College",33,1,1,"white",0,NA,NA
449,2017-01-28,"Manager","M","Engineering",1,"FT",103107,9036,"College",45,4,0,"african american",0,NA,NA
450,2017-01-28,"Warehouse Associate","F","Sales",5,"FT",64844,9042,"College",32,3,0,"white",0,NA,NA
451,2017-01-28,"Driver","F","Sales",5,"FT",129132,8472,"College",47,1,0,"white",0,NA,NA
452,2017-01-28,"Warehouse Associate","F","Engineering",5,"FT",93470,8578,"High School",47,4,0,"white",0,NA,NA
453,2017-01-28,"Data Scientist","M","Administration",3,"FT",97625,7985,"Masters",34,3,0,"white",0,NA,NA
454,2017-01-28,"Graphic Designer","F","Administration",1,"FT",66529,7067,"College",33,3,0,"white",0,NA,NA
455,2017-01-28,"Data Scientist","F","Management",2,"FT",100115,7679,"Masters",37,2,1,"white",0,NA,NA
456,2017-01-28,"Warehouse Associate","F","Administration",6,"FT",86423,8058,"College",40,3,0,"white",0,NA,NA
457,2017-01-28,"Sales Associate","M","Sales",2,"FT",115165,8841,"College",47,3,0,"white",0,NA,NA
458,2017-01-28,"Data Scientist","F","Engineering",4,"FT",133495,8552,"Masters",41,3,0,"white",0,NA,NA
459,2017-01-28,"Marketing Associate","M","Operations",4,"FT",86516,8049,"Masters",34,4,0,"native american",0,NA,NA
460,2017-01-28,"IT","M","Administration",5,"FT",69855,8347,"Masters",29,5,0,"white",0,NA,NA
461,2017-01-28,"Sales Associate","F","Sales",6,"FT",84844,7205,"College",38,3,0,"white",0,NA,NA
462,2017-01-28,"Graphic Designer","F","Operations",5,"FT",108241,8602,"College",47,4,0,"white",0,NA,NA
463,2017-01-28,"Warehouse Associate","F","Sales",2,"FT",106478,8744,"High School",49,3,0,"white",0,NA,NA
464,2017-01-28,"Financial Analyst","M","Management",3,"FT",114421,7444,"College",47,1,0,"white",0,NA,NA
465,2017-01-28,"Software Engineer","M","Management",1,"FT",79208,8602,"Masters",30,5,0,"white",0,NA,NA
466,2017-01-28,"Software Engineer","M","Administration",4,"FT",142105,9653,"PhD",40,3,0,"white",0,NA,NA
467,2017-01-28,"Sales Associate","M","Administration",5,"FT",57783,9306,"College",31,3,0,"white",0,NA,NA
468,2017-01-28,"Marketing Associate","F","Operations",5,"FT",46903,8130,"College",29,3,0,"white",0,NA,NA
469,2017-01-28,"Financial Analyst","M","Operations",1,"FT",71858,7475,"Masters",30,2,0,"white",0,NA,NA
470,2017-01-28,"Marketing Associate","F","Management",3,"FT",44325,8867,"College",29,5,0,"african american",0,NA,NA
471,2017-01-28,"Driver","M","Engineering",5,"FT",100183,8832,"High School",49,3,0,"white",0,NA,NA
472,2017-01-28,"Graphic Designer","M","Sales",3,"FT",61000,8872,"Masters",30,2,0,"white",0,NA,NA
473,2017-01-28,"Software Engineer","M","Engineering",6,"FT",109623,6897,"Masters",39,3,0,"white",0,NA,NA
474,2017-01-28,"Marketing Associate","F","Sales",6,"FT",60070,8273,"College",31,3,0,"white",0,NA,NA
475,2017-01-28,"IT","F","Management",4,"FT",72542,8109,"Masters",30,2,1,"white",0,NA,NA
476,2017-01-28,"Driver","M","Administration",6,"FT",110049,8928,"College",46,3,0,"white",0,NA,NA
477,2017-01-28,"IT","F","Engineering",6,"FT",80981,8201,"Masters",32,3,0,"white",0,NA,NA
478,2017-01-28,"IT","F","Operations",2,"FT",83499,8950,"College",39,4,0,"white",0,NA,NA
479,2017-01-28,"Driver","F","Management",4,"FT",106788,8974,"High School",49,3,1,"white",0,NA,NA
480,2017-01-28,"Warehouse Associate","F","Engineering",2,"FT",108922,8477,"Masters",39,2,0,"asian",0,NA,NA
481,2017-01-28,"IT","F","Administration",5,"FT",127062,9619,"PhD",39,3,0,"white",0,NA,NA
482,2017-01-28,"Software Engineer","M","Sales",4,"FT",120593,7573,"College",48,4,0,"white",0,NA,NA
483,2017-01-28,"Manager","M","Administration",5,"FT",90685,8816,"College",42,1,0,"white",0,NA,NA
484,2017-01-28,"Marketing Associate","F","Engineering",2,"FT",49830,8543,"College",29,3,1,"white",0,NA,NA
485,2017-01-28,"Software Engineer","M","Sales",5,"FT",106896,7918,"College",47,3,0,"white",0,NA,NA
486,2017-01-28,"Sales Associate","M","Sales",4,"FT",129425,7524,"Masters",41,5,0,"white",0,NA,NA
487,2017-01-28,"Marketing Associate","F","Operations",1,"FT",82338,7414,"College",39,3,0,"white",0,NA,NA
488,2017-01-28,"Marketing Associate","F","Administration",2,"FT",86036,7567,"Masters",34,2,0,"white",0,NA,NA
489,2017-01-28,"Graphic Designer","M","Operations",2,"FT",93073,8188,"College",41,2,0,"white",0,NA,NA
490,2017-01-28,"Software Engineer","M","Administration",2,"FT",87352,8435,"Masters",34,3,0,"white",0,NA,NA
491,2017-01-28,"Software Engineer","M","Administration",5,"FT",139760,9229,"PhD",40,4,0,"white",1,NA,NA
492,2017-01-28,"Financial Analyst","F","Engineering",2,"FT",100070,7169,"College",46,3,1,"white",0,NA,NA
493,2017-01-28,"Warehouse Associate","M","Sales",4,"FT",102815,9090,"Masters",38,5,0,"african american",0,NA,NA
494,2017-01-28,"Software Engineer","M","Management",1,"FT",101262,7794,"PhD",35,4,1,"white",0,NA,NA
495,2017-01-28,"Data Scientist","M","Operations",1,"FT",58054,9585,"Masters",29,1,0,"white",0,NA,NA
496,2017-01-28,"Sales Associate","F","Operations",2,"FT",129609,7392,"Masters",41,2,1,"african american",0,NA,NA
497,2017-01-28,"Sales Associate","M","Administration",2,"FT",100091,9185,"Masters",37,3,1,"african american",0,NA,NA
498,2017-01-28,"Manager","M","Sales",5,"FT",103479,7850,"Masters",38,4,1,"asian",0,NA,NA
499,2017-01-28,"Driver","F","Operations",5,"FT",72827,7285,"College",34,3,0,"white",0,NA,NA
500,2017-01-28,"IT","M","Engineering",5,"FT",74073,8509,"College",34,3,0,"white",0,NA,NA
501,2017-01-28,"Financial Analyst","M","Administration",2,"FT",64852,8023,"College",32,2,0,"white",0,NA,NA
502,2017-01-28,"Graphic Designer","M","Management",2,"FT",106887,8347,"College",47,1,0,"white",0,NA,NA
503,2017-01-28,"Software Engineer","M","Administration",5,"FT",77309,7957,"College",36,4,0,"white",0,NA,NA
504,2017-01-28,"Graphic Designer","F","Administration",5,"FT",100416,7513,"College",45,4,0,"white",0,NA,NA
